datetime,Content_Service,Media_Service,rps,n_containers,hour,minute,second,dayofweek,is_weekend,is_peak,hour_sin,hour_cos,dow_sin,dow_cos,day_pos,day_pos_sin,day_pos_cos,lag_30s,lag_1m,lag_2m,lag_5m,lag_10m,lag_30m,lag_1h,lag_6h,lag_24h,roll_1m_mean,roll_1m_std,roll_1m_max,roll_5m_mean,roll_5m_std,roll_5m_max,roll_15m_mean,roll_15m_std,roll_15m_max,roll_30m_mean,roll_30m_std,roll_30m_max,roll_1h_mean,roll_1h_std,roll_1h_max,diff_1,diff_2,diff_10,pct_chg_1,same_time_yesterday
1995-08-31 08:01:00,6,27,33,4,8,1,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3340,0.8638,-0.5038,30.0000,21.0000,15.0000,18.0000,15.0000,21.0000,9.0000,33.0000,27.0000,31.5000,2.1213,33.0000,25.5000,7.5166,36.0000,20.5000,7.6418,36.0000,17.9500,7.5631,42.0000,16.4500,6.6229,42.0000,3.0000,12.0000,15.0000,0.1000,27.0000
1995-08-31 08:01:30,6,18,21,3,8,1,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3344,0.8627,-0.5057,33.0000,30.0000,15.0000,21.0000,9.0000,24.0000,18.0000,36.0000,18.0000,27.0000,8.4853,33.0000,25.5000,7.5166,36.0000,20.8000,7.4713,36.0000,17.9000,7.5323,42.0000,16.4750,6.6345,42.0000,-12.0000,-9.0000,0.0000,-0.3636,18.0000
1995-08-31 08:02:00,6,15,18,2,8,2,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3347,0.8616,-0.5075,21.0000,33.0000,21.0000,24.0000,12.0000,42.0000,18.0000,24.0000,18.0000,19.5000,2.1213,21.0000,24.9000,7.8804,36.0000,20.9000,7.4108,36.0000,17.5000,6.8358,36.0000,16.4750,6.6345,42.0000,-3.0000,-15.0000,-6.0000,-0.1429,18.0000
1995-08-31 08:02:30,6,39,39,4,8,2,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3351,0.8605,-0.5094,18.0000,21.0000,30.0000,36.0000,18.0000,15.0000,15.0000,15.0000,15.0000,28.5000,14.8492,39.0000,25.2000,8.3905,39.0000,21.6000,8.0883,39.0000,17.9000,7.3685,39.0000,16.6750,6.9441,42.0000,21.0000,18.0000,3.0000,1.1667,15.0000
1995-08-31 08:03:00,3,18,21,3,8,3,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3354,0.8594,-0.5113,39.0000,18.0000,33.0000,33.0000,33.0000,12.0000,12.0000,18.0000,15.0000,30.0000,12.7279,39.0000,24.0000,8.0000,39.0000,21.7000,8.0608,39.0000,18.0500,7.3379,39.0000,16.7500,6.9418,42.0000,-18.0000,3.0000,-12.0000,-0.4615,15.0000
1995-08-31 08:03:30,6,24,24,3,8,3,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3358,0.8583,-0.5132,21.0000,39.0000,21.0000,27.0000,27.0000,12.0000,9.0000,15.0000,12.0000,22.5000,2.1213,24.0000,23.7000,7.9310,39.0000,21.9000,8.0402,39.0000,18.2500,7.3338,39.0000,16.8750,6.9362,42.0000,3.0000,-15.0000,-3.0000,0.1429,12.0000
1995-08-31 08:04:00,6,15,15,2,8,4,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3361,0.8572,-0.5150,24.0000,21.0000,18.0000,15.0000,21.0000,12.0000,21.0000,18.0000,15.0000,19.5000,6.3640,24.0000,23.7000,7.9310,39.0000,22.0000,7.9307,39.0000,18.3000,7.3006,39.0000,16.8250,6.9278,42.0000,-9.0000,-6.0000,0.0000,-0.3750,15.0000
1995-08-31 08:04:30,3,24,24,3,8,4,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3365,0.8560,-0.5169,15.0000,24.0000,39.0000,15.0000,27.0000,12.0000,12.0000,18.0000,12.0000,19.5000,6.3640,24.0000,24.6000,7.3212,39.0000,22.3000,7.8263,39.0000,18.5000,7.2894,39.0000,16.9250,6.9441,42.0000,9.0000,0.0000,9.0000,0.6000,12.0000
1995-08-31 08:05:00,6,9,9,1,8,5,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3368,0.8549,-0.5188,24.0000,15.0000,21.0000,21.0000,30.0000,18.0000,18.0000,18.0000,33.0000,16.5000,10.6066,24.0000,23.4000,8.8091,39.0000,22.1000,8.0915,39.0000,18.3500,7.3918,39.0000,16.8500,6.9809,42.0000,-15.0000,-6.0000,-12.0000,-0.6250,33.0000
1995-08-31 08:05:30,6,15,15,2,8,5,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3372,0.8538,-0.5206,9.0000,24.0000,24.0000,30.0000,12.0000,12.0000,9.0000,12.0000,36.0000,12.0000,4.2426,15.0000,21.9000,8.8374,39.0000,22.1000,8.0915,39.0000,18.4000,7.3582,39.0000,16.9000,6.9456,42.0000,6.0000,-9.0000,-15.0000,0.6667,36.0000
1995-08-31 08:06:00,9,18,21,3,8,6,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3375,0.8526,-0.5225,15.0000,9.0000,15.0000,33.0000,18.0000,9.0000,15.0000,12.0000,18.0000,18.0000,4.2426,21.0000,20.7000,7.9310,39.0000,22.3000,7.9834,39.0000,18.6000,7.2608,39.0000,16.9500,6.9534,42.0000,6.0000,12.0000,-12.0000,0.4000,18.0000
1995-08-31 08:06:30,6,15,18,2,8,6,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3378,0.8515,-0.5244,21.0000,15.0000,24.0000,21.0000,21.0000,12.0000,9.0000,18.0000,21.0000,19.5000,2.1213,21.0000,20.4000,7.9750,39.0000,22.6000,7.6275,39.0000,18.7000,7.2095,39.0000,17.0250,6.9154,42.0000,-3.0000,3.0000,-3.0000,-0.1429,21.0000
1995-08-31 08:07:00,6,24,27,3,8,7,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3382,0.8504,-0.5262,18.0000,21.0000,9.0000,18.0000,24.0000,15.0000,12.0000,18.0000,15.0000,22.5000,6.3640,27.0000,21.3000,8.1792,39.0000,23.1000,7.3969,39.0000,18.9000,7.2713,39.0000,17.1500,6.9592,42.0000,9.0000,6.0000,9.0000,0.5000,15.0000
1995-08-31 08:07:30,3,12,15,2,8,7,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3385,0.8492,-0.5281,27.0000,18.0000,15.0000,39.0000,36.0000,9.0000,12.0000,15.0000,9.0000,21.0000,8.4853,27.0000,18.9000,5.4863,27.0000,23.0000,7.4879,39.0000,19.0000,7.1734,39.0000,17.1750,6.9460,42.0000,-12.0000,-3.0000,-24.0000,-0.4444,9.0000
1995-08-31 08:08:00,12,21,24,3,8,8,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3389,0.8480,-0.5299,15.0000,27.0000,21.0000,21.0000,33.0000,9.0000,18.0000,21.0000,18.0000,19.5000,6.3640,24.0000,19.2000,5.6921,27.0000,22.7000,7.2500,39.0000,19.2500,7.0798,39.0000,17.2250,6.9735,42.0000,9.0000,-3.0000,3.0000,0.6000,18.0000
1995-08-31 08:08:30,6,9,12,2,8,8,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3392,0.8469,-0.5318,24.0000,15.0000,18.0000,24.0000,27.0000,18.0000,18.0000,15.0000,15.0000,18.0000,8.4853,24.0000,18.0000,5.8310,27.0000,22.2000,7.4575,39.0000,19.1500,7.1398,39.0000,17.1750,6.9894,42.0000,-12.0000,-3.0000,-12.0000,-0.5000,15.0000
1995-08-31 08:09:00,9,21,27,3,8,9,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3396,0.8457,-0.5336,12.0000,24.0000,27.0000,15.0000,15.0000,24.0000,12.0000,18.0000,15.0000,19.5000,10.6066,27.0000,19.2000,6.3561,27.0000,22.4000,7.5045,39.0000,19.2000,7.1847,39.0000,17.3000,7.0301,42.0000,15.0000,3.0000,12.0000,1.2500,15.0000
1995-08-31 08:09:30,6,27,30,3,8,9,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3399,0.8446,-0.5355,27.0000,12.0000,15.0000,24.0000,15.0000,18.0000,18.0000,15.0000,15.0000,28.5000,2.1213,30.0000,19.8000,7.0993,30.0000,22.5000,7.5874,39.0000,19.4000,7.3166,39.0000,17.4000,7.1248,42.0000,3.0000,18.0000,6.0000,0.1111,15.0000
1995-08-31 08:10:00,6,21,21,3,8,10,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3403,0.8434,-0.5373,30.0000,27.0000,24.0000,9.0000,21.0000,18.0000,15.0000,18.0000,18.0000,25.5000,6.3640,30.0000,21.0000,6.0000,30.0000,22.2000,7.4575,39.0000,19.4500,7.3171,39.0000,17.4500,7.1289,42.0000,-9.0000,-6.0000,12.0000,-0.3000,18.0000
1995-08-31 08:10:30,6,18,18,2,8,10,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3406,0.8422,-0.5391,21.0000,30.0000,12.0000,15.0000,30.0000,15.0000,6.0000,15.0000,24.0000,19.5000,2.1213,21.0000,21.3000,5.7359,30.0000,22.4000,7.2521,39.0000,19.5000,7.2964,39.0000,17.5500,7.0507,42.0000,-3.0000,-12.0000,3.0000,-0.1429,24.0000
1995-08-31 08:11:00,6,15,15,2,8,11,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3410,0.8410,-0.5410,18.0000,21.0000,27.0000,21.0000,33.0000,9.0000,18.0000,12.0000,24.0000,16.5000,2.1213,18.0000,20.7000,6.0745,30.0000,22.3000,7.3351,39.0000,19.6000,7.1904,39.0000,17.5250,7.0544,42.0000,-3.0000,-6.0000,-6.0000,-0.1667,24.0000
1995-08-31 08:11:30,9,30,39,4,8,11,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3413,0.8399,-0.5428,15.0000,18.0000,30.0000,18.0000,21.0000,12.0000,12.0000,15.0000,33.0000,27.0000,16.9706,39.0000,22.8000,8.2704,39.0000,22.9000,7.9366,39.0000,20.0500,7.5429,39.0000,17.7500,7.3029,42.0000,24.0000,21.0000,21.0000,1.6000,33.0000
1995-08-31 08:12:00,9,21,24,3,8,12,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3417,0.8387,-0.5446,39.0000,15.0000,21.0000,27.0000,18.0000,18.0000,18.0000,12.0000,24.0000,31.5000,10.6066,39.0000,22.5000,8.1548,39.0000,22.9000,7.9366,39.0000,20.1500,7.5551,39.0000,17.8000,7.3251,42.0000,-15.0000,9.0000,-3.0000,-0.3846,24.0000
1995-08-31 08:12:30,9,21,24,3,8,12,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3420,0.8375,-0.5465,24.0000,39.0000,18.0000,15.0000,39.0000,18.0000,15.0000,9.0000,24.0000,24.0000,0.0000,24.0000,23.4000,7.7201,39.0000,22.5000,7.5464,39.0000,20.2500,7.5658,39.0000,17.8750,7.3422,42.0000,0.0000,-15.0000,9.0000,0.0000,24.0000
1995-08-31 08:13:00,3,12,15,2,8,13,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3424,0.8363,-0.5483,24.0000,24.0000,15.0000,24.0000,21.0000,12.0000,12.0000,9.0000,27.0000,19.5000,6.3640,24.0000,22.5000,8.1548,39.0000,21.9000,7.3969,39.0000,20.3000,7.5201,39.0000,17.9000,7.3272,42.0000,-9.0000,-9.0000,-9.0000,-0.3750,27.0000
1995-08-31 08:13:30,6,21,21,3,8,13,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3427,0.8351,-0.5501,15.0000,24.0000,39.0000,12.0000,24.0000,12.0000,15.0000,12.0000,33.0000,18.0000,4.2426,21.0000,23.4000,7.3212,39.0000,21.7000,7.3351,39.0000,20.4500,7.4411,39.0000,17.9500,7.3277,42.0000,6.0000,-3.0000,9.0000,0.4000,33.0000
1995-08-31 08:14:00,6,18,21,3,8,14,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3431,0.8339,-0.5519,21.0000,15.0000,24.0000,27.0000,15.0000,12.0000,6.0000,15.0000,15.0000,21.0000,0.0000,21.0000,22.8000,7.2388,39.0000,21.9000,7.2271,39.0000,20.6000,7.3582,39.0000,18.0750,7.2496,42.0000,0.0000,6.0000,-6.0000,0.0000,15.0000
1995-08-31 08:14:30,9,18,24,3,8,14,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3434,0.8327,-0.5538,21.0000,21.0000,24.0000,30.0000,24.0000,21.0000,15.0000,12.0000,24.0000,22.5000,2.1213,24.0000,22.2000,6.8118,39.0000,22.2000,7.1168,39.0000,20.6500,7.3711,39.0000,18.1500,7.2641,42.0000,3.0000,3.0000,-6.0000,0.1429,24.0000
1995-08-31 08:15:00,3,9,12,2,8,15,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3438,0.8315,-0.5556,24.0000,21.0000,15.0000,21.0000,9.0000,21.0000,12.0000,24.0000,27.0000,18.0000,8.4853,24.0000,21.3000,7.5432,39.0000,21.9000,7.3548,39.0000,20.5000,7.4549,39.0000,18.1500,7.2641,42.0000,-12.0000,-9.0000,-9.0000,-0.5000,27.0000
1995-08-31 08:15:30,9,18,18,2,8,15,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3441,0.8303,-0.5574,12.0000,24.0000,21.0000,18.0000,15.0000,12.0000,9.0000,27.0000,24.0000,15.0000,4.2426,18.0000,21.3000,7.5432,39.0000,21.5000,7.2242,39.0000,20.6000,7.3789,39.0000,18.2250,7.2151,42.0000,6.0000,-6.0000,0.0000,0.5000,24.0000
1995-08-31 08:16:00,9,12,18,2,8,16,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3444,0.8290,-0.5592,18.0000,12.0000,21.0000,15.0000,21.0000,9.0000,15.0000,15.0000,15.0000,18.0000,0.0000,18.0000,21.6000,7.3212,39.0000,21.0000,6.9133,39.0000,20.7500,7.2290,39.0000,18.2500,7.2091,42.0000,0.0000,6.0000,3.0000,0.0000,15.0000
1995-08-31 08:16:30,3,24,24,3,8,16,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3448,0.8278,-0.5610,18.0000,18.0000,24.0000,39.0000,18.0000,12.0000,15.0000,12.0000,21.0000,21.0000,4.2426,24.0000,20.1000,4.2544,24.0000,21.1000,6.9349,39.0000,20.9500,7.1484,39.0000,18.3250,7.2218,42.0000,6.0000,6.0000,-15.0000,0.3333,21.0000
1995-08-31 08:17:00,6,12,18,2,8,17,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3451,0.8266,-0.5628,24.0000,18.0000,12.0000,24.0000,27.0000,15.0000,27.0000,12.0000,15.0000,21.0000,4.2426,24.0000,19.5000,4.0620,24.0000,21.1000,6.9349,39.0000,21.0000,7.1165,39.0000,18.2500,7.1775,42.0000,-6.0000,0.0000,-6.0000,-0.2500,15.0000
1995-08-31 08:17:30,6,21,24,3,8,17,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3455,0.8254,-0.5646,18.0000,24.0000,18.0000,24.0000,15.0000,18.0000,15.0000,15.0000,27.0000,21.0000,4.2426,24.0000,19.5000,4.0620,24.0000,20.6000,6.0890,39.0000,21.1000,7.1158,39.0000,18.3250,7.1903,42.0000,6.0000,0.0000,0.0000,0.3333,27.0000
1995-08-31 08:18:00,6,18,21,3,8,18,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3458,0.8241,-0.5664,24.0000,18.0000,18.0000,15.0000,24.0000,18.0000,18.0000,18.0000,27.0000,22.5000,2.1213,24.0000,20.1000,3.7550,24.0000,20.6000,6.0890,39.0000,21.1500,7.1041,39.0000,18.3500,7.1944,42.0000,-3.0000,3.0000,6.0000,-0.1250,27.0000
1995-08-31 08:18:30,6,12,12,2,8,18,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3462,0.8229,-0.5682,21.0000,24.0000,24.0000,21.0000,12.0000,18.0000,15.0000,27.0000,18.0000,16.5000,6.3640,21.0000,19.2000,4.5166,24.0000,20.2000,6.2500,39.0000,21.0500,7.1909,39.0000,18.3250,7.2113,42.0000,-9.0000,-12.0000,-9.0000,-0.4286,18.0000
1995-08-31 08:19:00,9,15,21,3,8,19,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3465,0.8216,-0.5700,12.0000,21.0000,18.0000,21.0000,27.0000,12.0000,12.0000,30.0000,18.0000,16.5000,6.3640,21.0000,19.2000,4.5166,24.0000,20.4000,6.1734,39.0000,21.2000,7.0921,39.0000,18.4000,7.1917,42.0000,9.0000,0.0000,0.0000,0.7500,18.0000
1995-08-31 08:19:30,9,15,18,2,8,19,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3469,0.8204,-0.5718,21.0000,12.0000,24.0000,24.0000,30.0000,15.0000,9.0000,9.0000,21.0000,19.5000,2.1213,21.0000,18.6000,4.1952,24.0000,20.2000,6.1499,39.0000,21.2500,7.0582,39.0000,18.4750,7.1396,42.0000,-3.0000,6.0000,-6.0000,-0.1429,21.0000
1995-08-31 08:20:00,6,9,9,1,8,20,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3472,0.8192,-0.5736,18.0000,21.0000,21.0000,12.0000,21.0000,15.0000,12.0000,21.0000,12.0000,13.5000,6.3640,18.0000,18.3000,4.7854,24.0000,20.2000,6.1499,39.0000,21.1500,7.1895,39.0000,18.4500,7.1677,42.0000,-9.0000,-12.0000,-3.0000,-0.5000,12.0000
1995-08-31 08:20:30,6,18,18,2,8,20,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3476,0.8179,-0.5754,9.0000,18.0000,12.0000,18.0000,18.0000,15.0000,12.0000,18.0000,18.0000,13.5000,6.3640,18.0000,18.3000,4.7854,24.0000,20.3000,6.0864,39.0000,21.2000,7.1564,39.0000,18.5000,7.1432,42.0000,9.0000,0.0000,0.0000,1.0000,18.0000
1995-08-31 08:21:00,9,21,21,3,8,21,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3479,0.8166,-0.5771,18.0000,9.0000,21.0000,18.0000,15.0000,15.0000,12.0000,12.0000,12.0000,19.5000,2.1213,21.0000,18.6000,4.8580,24.0000,20.3000,6.0864,39.0000,21.3000,7.1100,39.0000,18.5750,7.1216,42.0000,3.0000,12.0000,3.0000,0.1667,12.0000
1995-08-31 08:21:30,9,12,18,2,8,21,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3483,0.8154,-0.5789,21.0000,18.0000,18.0000,24.0000,39.0000,9.0000,12.0000,18.0000,18.0000,19.5000,2.1213,21.0000,18.0000,4.4721,24.0000,20.3000,6.0864,39.0000,21.4500,6.9390,39.0000,18.6250,7.0961,42.0000,-3.0000,0.0000,-6.0000,-0.1429,18.0000
1995-08-31 08:22:00,12,15,18,2,8,22,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3486,0.8141,-0.5807,18.0000,21.0000,9.0000,18.0000,24.0000,12.0000,9.0000,12.0000,12.0000,18.0000,0.0000,18.0000,18.0000,4.4721,24.0000,20.0000,5.9654,39.0000,21.5500,6.8431,39.0000,18.7000,7.0408,42.0000,0.0000,-3.0000,0.0000,0.0000,12.0000
1995-08-31 08:22:30,6,15,18,2,8,22,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3490,0.8128,-0.5825,18.0000,18.0000,18.0000,24.0000,24.0000,18.0000,12.0000,12.0000,18.0000,18.0000,0.0000,18.0000,17.4000,3.9497,21.0000,20.1000,5.9035,39.0000,21.5500,6.8431,39.0000,18.7500,7.0141,42.0000,0.0000,0.0000,-6.0000,0.0000,18.0000
1995-08-31 08:23:00,6,15,15,2,8,23,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3493,0.8116,-0.5842,18.0000,18.0000,21.0000,21.0000,15.0000,33.0000,12.0000,18.0000,18.0000,16.5000,2.1213,18.0000,16.8000,3.7947,21.0000,19.8000,5.9271,39.0000,21.2500,6.7262,39.0000,18.7750,6.9952,42.0000,-3.0000,-3.0000,-6.0000,-0.1667,18.0000
1995-08-31 08:23:30,9,18,18,2,8,23,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3497,0.8103,-0.5860,15.0000,18.0000,18.0000,12.0000,21.0000,27.0000,15.0000,18.0000,21.0000,16.5000,2.1213,18.0000,17.4000,3.4059,21.0000,20.0000,5.7536,39.0000,21.1000,6.6961,39.0000,18.8000,6.9869,42.0000,3.0000,0.0000,6.0000,0.2000,21.0000
1995-08-31 08:24:00,6,24,30,3,8,24,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3500,0.8090,-0.5878,18.0000,15.0000,18.0000,21.0000,21.0000,21.0000,12.0000,15.0000,9.0000,24.0000,8.4853,30.0000,18.3000,5.1865,30.0000,20.1000,5.9035,39.0000,21.2500,6.7939,39.0000,18.9500,7.0328,42.0000,12.0000,15.0000,9.0000,0.6667,9.0000
1995-08-31 08:24:30,3,15,18,2,8,24,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3503,0.8077,-0.5895,30.0000,18.0000,18.0000,18.0000,24.0000,27.0000,9.0000,15.0000,15.0000,24.0000,8.4853,30.0000,18.3000,5.1865,30.0000,19.7000,5.6088,39.0000,21.1000,6.7641,39.0000,19.0250,6.9735,42.0000,-12.0000,0.0000,0.0000,-0.4000,15.0000
1995-08-31 08:25:00,6,15,21,3,8,25,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3507,0.8064,-0.5913,18.0000,30.0000,15.0000,9.0000,12.0000,30.0000,15.0000,12.0000,18.0000,19.5000,2.1213,21.0000,19.5000,4.0620,30.0000,19.7000,5.6088,39.0000,20.9500,6.6624,39.0000,19.0750,6.9659,42.0000,3.0000,-9.0000,12.0000,0.1667,18.0000
1995-08-31 08:25:30,6,18,21,3,8,25,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3510,0.8052,-0.5931,21.0000,18.0000,18.0000,18.0000,18.0000,12.0000,24.0000,12.0000,9.0000,21.0000,0.0000,21.0000,19.8000,4.0497,30.0000,19.8000,5.6042,39.0000,21.1000,6.5580,39.0000,19.0500,6.9534,42.0000,0.0000,3.0000,3.0000,0.0000,9.0000
1995-08-31 08:26:00,6,24,24,3,8,26,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3514,0.8039,-0.5948,21.0000,21.0000,30.0000,21.0000,18.0000,18.0000,12.0000,21.0000,24.0000,22.5000,2.1213,24.0000,20.1000,4.2544,30.0000,20.1000,5.5792,39.0000,21.2000,6.5556,39.0000,19.1500,6.9375,42.0000,3.0000,3.0000,3.0000,0.1429,24.0000
1995-08-31 08:26:30,6,30,33,4,8,26,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3517,0.8026,-0.5966,24.0000,21.0000,18.0000,18.0000,24.0000,21.0000,18.0000,15.0000,24.0000,28.5000,6.3640,33.0000,21.6000,5.7966,33.0000,19.9000,4.9504,33.0000,21.4000,6.7301,39.0000,19.2750,7.0508,42.0000,9.0000,12.0000,15.0000,0.3750,24.0000
1995-08-31 08:27:00,6,15,15,2,8,27,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3521,0.8013,-0.5983,33.0000,24.0000,21.0000,18.0000,18.0000,24.0000,18.0000,15.0000,24.0000,24.0000,12.7279,33.0000,21.3000,6.0745,33.0000,19.6000,4.9661,33.0000,21.2500,6.7714,39.0000,19.2500,7.0607,42.0000,-18.0000,-9.0000,-3.0000,-0.5455,24.0000
1995-08-31 08:27:30,6,18,18,2,8,27,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3524,0.7999,-0.6001,15.0000,33.0000,21.0000,18.0000,24.0000,36.0000,18.0000,15.0000,21.0000,16.5000,2.1213,18.0000,21.3000,6.0745,33.0000,19.4000,4.9032,33.0000,20.9500,6.5001,39.0000,19.2500,7.0607,42.0000,3.0000,-15.0000,0.0000,0.2000,21.0000
1995-08-31 08:28:00,6,21,24,3,8,28,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3528,0.7986,-0.6018,18.0000,15.0000,24.0000,15.0000,21.0000,33.0000,30.0000,15.0000,12.0000,21.0000,4.2426,24.0000,22.2000,5.6921,33.0000,19.7000,4.9000,33.0000,20.8000,6.3187,39.0000,19.2000,7.0049,42.0000,6.0000,9.0000,9.0000,0.3333,12.0000
1995-08-31 08:28:30,9,30,39,4,8,28,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3531,0.7973,-0.6036,24.0000,18.0000,33.0000,18.0000,12.0000,27.0000,33.0000,30.0000,30.0000,31.5000,10.6066,39.0000,24.3000,7.5432,39.0000,20.3000,6.0352,39.0000,21.0000,6.6968,39.0000,19.2500,7.1246,42.0000,15.0000,21.0000,21.0000,0.6250,30.0000
1995-08-31 08:29:00,9,18,18,2,8,29,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3535,0.7960,-0.6053,39.0000,24.0000,15.0000,30.0000,21.0000,15.0000,21.0000,27.0000,33.0000,28.5000,14.8492,39.0000,23.1000,7.4900,39.0000,20.2000,6.0481,39.0000,21.0500,6.6624,39.0000,19.2250,7.1237,42.0000,-21.0000,-6.0000,-12.0000,-0.5385,33.0000
1995-08-31 08:29:30,9,18,21,3,8,29,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3538,0.7947,-0.6070,18.0000,39.0000,18.0000,18.0000,18.0000,15.0000,18.0000,24.0000,27.0000,19.5000,2.1213,21.0000,23.4000,7.3212,39.0000,20.1000,6.0078,39.0000,21.1500,6.6149,39.0000,19.2500,7.1246,42.0000,3.0000,-18.0000,3.0000,0.1667,27.0000
1995-08-31 08:30:00,3,18,18,2,8,30,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3542,0.7934,-0.6088,21.0000,18.0000,24.0000,21.0000,9.0000,21.0000,12.0000,21.0000,27.0000,19.5000,2.1213,21.0000,23.1000,7.4900,39.0000,20.3000,5.8259,39.0000,21.1000,6.6274,39.0000,19.3000,7.0943,42.0000,-3.0000,0.0000,-3.0000,-0.1429,27.0000
1995-08-31 08:30:30,6,15,18,2,8,30,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3545,0.7920,-0.6105,18.0000,21.0000,39.0000,21.0000,18.0000,30.0000,15.0000,18.0000,21.0000,18.0000,0.0000,18.0000,22.8000,7.6420,39.0000,20.3000,5.8259,39.0000,20.9000,6.5347,39.0000,19.3250,7.0843,42.0000,0.0000,-3.0000,-3.0000,0.0000,21.0000
1995-08-31 08:31:00,6,9,12,2,8,31,0,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3549,0.7907,-0.6122,18.0000,18.0000,18.0000,24.0000,21.0000,33.0000,21.0000,18.0000,24.0000,15.0000,4.2426,18.0000,21.6000,8.3427,39.0000,20.1000,6.0078,39.0000,20.5500,6.4372,39.0000,19.2500,7.1140,42.0000,-6.0000,-6.0000,-12.0000,-0.3333,24.0000
1995-08-31 08:31:30,6,15,21,3,8,31,30,3,0,0,0.8660,-0.5000,0.4339,-0.9010,0.3552,0.7894,-0.6139,12.0000,18.0000,21.0000,33.0000,18.0000,21.0000,24.0000,21.0000,18.0000,16.5000,6.3640,21.0000,20.4000,7.3212,39.0000,20.0000,5.9654,39.0000,20.5500,6.4372,39.0000,19.2250,7.1024,42.0000,9.0000,3.0000,-12.0000,0.7500,18.0000
